,comune,provincia,statale non statale,omr,sistema museale territoriale,sistema museale urbano,sistema museale tematico,casa museo,q1.1 sa denominazione museo istituto,q1.2 sa indirizzo museo istituto,q1.3 sa localita museo istituto,q1.4 sa ubicazione/edificio museo istituto,cap,q1.8 sa telefono museo istituto,q1.9 sa fax museo istituto,q1.10 sa email museo istituto,q1.11 sa sito web museo istituto,latitudine,longitudine
255,monte porzio catone,roma,non mibact,omr,sistema museale dei castelli romani e prenestini museumgrandtour,sistema museale urbano di monte porzio catone,demos,,museo diffuso del vino,via vittorio emanuele ii 22 32 46,monte porzio catone,,40.0,689686503,69447471,museicomune.monteporziocatone.rm.it,www.comune.monteporziocatone.rm.it,41.816715,12.71471
256,roma,roma,mibact,,,,,,parco archeologico delle tombe della via latina,via arco di travertino 151,,,178.0,67809255,67809255,,www.archeoroma.beniculturali.it/siti archeologici/suburbio/tombe via latina,41.86343,12.532869999999999
257,roma,roma,mibact,,,,,,museo nazionale darte orientale giuseppe tucci,via merulana 248,,palazzo brancaccio,185.0,64697481,646974837,mn aobeniculturali.it,www.museorientale.beniculturali.it,41.89445,12.500539999999999
258,roma,roma,non mibact,,,,,,archivio storico e museo birra peroni,via r. birolli 8,roma,museo peroni,155.0,622544296,62283442,museoperoni.it,www.birraperoni.it,41.902813,12.5991294
259,roma,roma,non mibact,,,,,,museo di storia della medicina,viale delluniversita 34/a,universit di roma la sapienza,dipartimento di medicina molecolare,185.0,649914445,64451721,alessandro.arutauniroma1.it,www.histmed.it/museo/museo.htm,41.904791499999995,12.5136953
260,roma,roma,non mibact,omr,,sistema musei in comune,,,museo carlo bilotti aranciera di villa borghese,viale fiorello la guardia,,aranciera di villa borghese,197.0,685357446,68845630,museo.bilotticomune.roma.it,www.museocarlobilotti.it,41.913337799999994,12.4827497
261,roma,roma,mibact,,,,,,galleria borghese,piazzale scipione borghese 5,,palazzo,197.0,68413979,68840756,sspsae rm.borghesebeniculturali.it,http//galleriaborghese.beniculturali.it,41.914359999999995,12.49235
262,roma,roma,mibact,,,,,,museo nazionale etrusco di villa giulia,piazzale di villa giulia,,,196.0,63226571,63202010,sba embeniculturali.it,www.villagiulia.beniculturali.it,41.9182999,12.474606699999999
263,roviano,roma,non mibact,omr,sistema medaniene,,demos,,museo della civilta contadina valle dellaniene,piazza s. giovanni 1,,castello brancaccio,27.0,774903143,774903008,rovianomuseotiscali.it,,42.050936,12.964165
264,anguillara sabazia,roma,non mibact,,,,,,museo storico della civilta contadina e della cultura popolare augusto montori,torre orsini snc,anguillara sabazia,giardini del torrione,61.0,699608241,69994096,associazionesabatetiscali.it,www.parcodeilaghi.it/museo/visitamuseo.htm,42.0914786,12.271545800000002
265,bracciano,roma,non mibact,omr,,,musart,,museo civico di bracciano,via umberto primo 5,,,62.0,699805106,699805106,museocomune.bracciano.rm.it,www.regione.lazio.it/musei/bracciano/index.php,42.1036275,12.1768752
266,capena,roma,non mibact,omr,,,musart,,art forum wurth,viale buona fortuna2,loc. scorano,,60.0,06 901 038 00,06 901 034 00,art.forumwuerth.it,www.artforumwuerth.it,42.12335,12.59595
267,calcata,viterbo,non mibact,,,,,,museo della civilta contadina,via san giovanni,,c/o chiesa di s.giovanni,1030.0,761587989,,gisa.federicilibero.it,,42.2165023,12.418712199999998
268,nepi,viterbo,non mibact,omr,,,proust,,museo civico archeologico di nepi,via xiii settembre 1,,palazzo comunale,1036.0,761570604,761557960,museocomune.nepi.vt.it,,42.242992,12.347864999999999
269,antrodoco,rieti,non mibact,omr,,,musart,,museo della citta lin delija e carlo cesi,corso roma 9,antrodoco,,2013.0,746578379,746578623,culturaesportcomunediantrodoco.it,www.museoantrodoco.it,42.417332,13.07929
270,vasanello,viterbo,non mibact,omr,,,,,museo della ceramica di vasanello,via s. salvatore 19,vasanello,palazzo comunale,1030.0,7614089302,3392077494,tamarapatillilibero.it,,42.4183899,12.3469114
271,bomarzo,viterbo,non mibact,,,,,,parco dei mostri sacro bosco di bomarzo,,gioardino,,1020.0,761924029,761924029,boscosacrointerfree.it,,42.4916599,12.2475933
272,bagnoregio,viterbo,non mibact,omr,sistema museale del lago di bolsena,,resina,,museo geologico delle frane,piazza san donato,civita di bagnoregio,palazzo alemanni,1022.0,328 6657205,,infomuseogeologicodellefrane.it,,42.6278153,12.1136284
273,lubriano,viterbo,non mibact,omr,,,resina,,museo naturalistico,piazza col di lana 12,ex casa di padella,,10120.0,0761 780391 327 0289027,,infomuseolubriano.com,,42.636462,12.1108139
274,gradoli,viterbo,non mibact,omr,sistema museale del lago di bolsena,,musart,,museo del costume farnesiano,piazza luigi palombini 2,,palazzo farnese,1010.0,761456082,761456052,comunedigradolilegalmail.it,www.comune.gradoli.vt.it,42.644090000000006,11.85619
275,pontecorvo,frosinone,non mibact,,,,,,tesoro di s. bartolomeo,basilica cattedrale san bartolomeo ap.,pontecorvo,c/o cattedrale,3037.0,3313469988,,cattedralepontecorvolibero.it,www.cattedralepontecorvo.it,41.4545679,13.6637674
276,anzio,roma,non mibact,,,,,,museo dello sbarco di anzio,via di villa adele snc,anzio,villa adele,42.0,69848059,69848059,infosbarcodianzio.it,www.sbarcodianzio.it,41.4495955,12.6197253
277,aquino,frosinone,non mibact,omr,,,proust,,museo della citta,via latina antica snc,,,3031.0,776729061,0776728603 / 0776729,museoaquinolibero.it museoaquinovirgilio.it,,41.4993641,13.7039714
278,arcinazzo romano,roma,non mibact,omr,sistema medaniene sistema pre.gio,,proust,,museo comunale villa di traiano,via sublacense km 30 snc,altipiani di arcinazzo,,20.0,774808006,774808263,infoarcinazzo.org,www.arcinazzo.org,41.878652,13.1163715
279,arcinazzo romano,roma,non mibact,,,,,,museo della cultura contadina,via del forno snc,,,20.0,774808006,774808263,infoarcinazzo.org,,41.878652,13.1163715
280,ardea,roma,mibact,,,,,,museo giacomo manz,via laurentina km 32800,,,40.0,69135022,69135022,marcella.cossubeniculturali.it,www.museomanzu.beniculturali.it,41.6079691,12.5432586
281,arpino,frosinone,non mibact,,,,,,museo dellarte della lana,via dellaquila romana snc,arpino,ex chiesa di s. domenico,3033.0,776649241,776850057,museiciviciarpinolibero.it,www.arpinoturismo.it,41.6451345,13.612625099999999
282,atina,frosinone,non mibact,omr,,,proust,,museo archeologico di atina e della valle di comino,via vittorio emanuele iii snc,atina,ex edificio scolastico g. visocchi atina,3042.0,776609131,776609131,museo.atinavirgilio.it,www.comune.atina.fr.it,41.619337200000004,13.8015603
283,ausonia,frosinone,non mibact,omr,,,demos,,museo della pietra,via san michele snc,centro storico,c/o castello medievale,3040.0,0776 952021,0776 953014,comunediausonialibero.it,,41.3570246,13.750743599999998
284,blera,viterbo,non mibact,omr,,,demos,,museo civico gustavo vi adolfo di svezia sezione demo antropologica,via umberto i snc,blera,,1010.0,761471057,761470566,info museoblerayahoo.it,,42.2759082,12.025463900000002
285,bracciano,roma,non mibact,,,,,,museo dellopera del duomo di s. stefano bruno panunzi,largo della cattedrale,,,62.0,3392326963,,p.s.stefanobraccianogmail.com,www.forumclodii.org,42.103913299999995,12.1786837
286,calcata,viterbo,non mibact,omr,,,musart,,opera bosco museo di arte nella natura,localita colle snc,,,1030.0,761588048,,operaboscooperabosco.eu,www.operabosco.eu,42.21656,12.421149699999999
287,canepina,viterbo,non mibact,omr,,,demos,,museo delle tradizioni popolari di canepina,largo maria de mattias 7,,ex convento dei carmelitani,1030.0,761327677,761652359,infocmcimini.it,,42.3818609,12.230836300000002
288,capena,roma,mibact,,,,,,area archeologica di lucus feroniae e museo archeologico,strada statale 3 bis tiberina km 18 500,,edificio costruito ex novo,60.0,69085173,,,,42.1409078,12.5394045
289,capranica,viterbo,non mibact,omr,,,,,museo delle confraternite,via annibal caro,,,1012.0,0761 6679209,0761 6679232,capranicasegreteriahotmail.com,,42.259544500000004,12.174631100000001
290,carpineto romano,roma,non mibact,omr,sistema dei monti lepini,,,,museo la reggia dei volsci,via della torre antica 4,carpineto romano,,32.0,69717434,697180029,museolareggiaalternatyva.it,,41.608664399999995,13.0821906
291,carpineto romano,roma,non mibact,,,,,,mostra permanente i cimeli di leone xiii,via la rosa snc,,c/o centro culturale san nicola,32.0,697180028,697180029,culturacacarpinetocarpinetoromano.it,,41.608664399999995,13.0821906
292,cassino,frosinone,mibact,,,,,,museo archeologico nazionale g. carettoni,via di montecassino km 100,,,3043.0,0776 301168,0776 301168,sba laz.museocassinobeniculturali.it,www.archeolz.arti.beniculturali.it,41.4907889,13.833377599999999
293,ceprano,frosinone,non mibact,,,,,,piccolo museo,via mons. pietro corvi 1,padri carmelitani scalzi ceprano,convento,3024.0,775914148,775914148,cepranocarmelitaniroma.it,,41.54435529999999,13.512173
294,cori,latina,non mibact,omr,sistema dei monti lepini,,proust,,museo della citta e del territorio,via giacomo matteotti,cori,,4010.0,696617243,696617243,museocomune.cori.lt.it,,41.6435151,12.9136293
295,fara in sabina,rieti,non mibact,,,,,,abbazia di farfa,via del monastero 1,,,2032.0,765277065,,farfenpriorlibero.it,www.abbaziadifarfa.it,42.2212858,12.7184454
296,fiano romano,roma,mibact,,,,,,villa dei volusii,via tiberina km 17300,bambocci,,65.0,,,,,42.170257299999996,12.5922521
297,formello,roma,non mibact,omr,,,proust,,museo civico dellagro veientano,piazza san lorenzo snc,formello,palazzo chigi,60.0,690194240,69089577,museocomune.formello.rm.it,www.comune.formello.rm.it,42.0820027,12.4036987
298,gaeta,latina,non mibact,omr,,,,,museo diocesano e della religiosita del parco dei monti aurunci,piazza cardinale tommaso de vio 9,,palazzo cardinale tommaso de vio,4024.0,771700287,7714530234,beniculturaliarcidiocesigaeta.it,,41.2107299,13.5714285
299,gallese,viterbo,non mibact,omr,,,,,museo di gallese centro culturale marco scacchi,via lorenzo filippini snc gallese,,,1035.0,761495503,761495535,museocomune.gallese.vt.it,,42.371691299999995,12.402600999999999
300,genazzano,roma,non mibact,omr,,,,,museo del santuario madre del buon consiglio,corso cardinale vannutelli 2,,convento del santuario della madonna del buon consiglio,30.0,06 9579002,06 95570163,santuariombcgmail.com,www.genazzanobuonconsiglio.it/index.phpoptioncom contentviewarticleid77itemid69,41.8361406,12.973345199999999
301,grottaferrata,roma,mibact,,,,,,abbazia greca di san nilo,via di san nilo snc,grottaferrata,chiesa di santa maria,46.0,06 9459309,06 9456734,segreteriaabbaziagraca.it,www.abbaziagreca.it,41.7865663,12.673591400000001
302,guidonia montecelio,roma,non mibact,,,,,,antiquarium don celestino piccolini,via monte albano snc,montecelio,,12.0,0774 511053 301290,0774 303434,pubblicaistruzioneguidonia.org,www.guidonia.org,41.9939694,12.7245045
303,latera,viterbo,non mibact,omr,sistema museale del lago di bolsena simulabo,,demos,,museo della terra,via dellosteria snc,latera,grancia di san pietro,1010.0,761459041,761459476,museocomune.latera.vt.it,www.simulabo.it /www.regione.lazio.it/musei/latera/,42.6300003,11.828067800000001
304,latina,latina,non mibact,omr,,,,,museo di piana delle orme,via migliara 435 n.29,borgo faiti,,4100.0,773258708,773255000,infopianadelleorme.it,,41.440428600000004,12.967055
305,leonessa,rieti,non mibact,,,,,,museo della nostra terra,via comunale di ocre leonessa 79,frazione ocre comune di leonessa,,2016.0,335465412,,franco.bonellialice.it,,42.5660721,12.962444999999999
306,licenza,roma,mibact,,,,,,villa di orazio,via licinese snc,,,26.0,06 3265961,06 3214447,sba lazbeniculturali.it,www.archeolz.arti.beniculturali.it,42.072782700000005,12.9004489
307,maenza,latina,non mibact,omr,sistema dei monti lepini,,musart,,museo del paesaggio,piazza della portella,rione belle donne,castello caetani aldobrandini,4010.0,0773 951310,,comunemaenzalibero.it,,41.5231443,13.1821084
308,marino,roma,non mibact,omr,,,,,museo archeologico umberto mastroianni,largo jacopa de settesoli snc,marino,ex chiesa di s. lucia,47.0,69385681,69385681,museocivicomarinointerfree.it,,41.770086600000006,12.6585371
309,minturno,latina,mibact,,,,,,comprensorio archeologico di minturnae,via punta fiume snc,marina di minturno,,4026.0,0771 622239,0771 680093,sba laz.minturnaebeniculturali.it,www.archeolz.arti.beniculturali.it,41.2657426,13.7443642
310,norma,latina,non mibact,omr,,,proust,,museo civico archeologico padre annibale gabriele saggi,via della liberazione snc,norma,palazzo ex comunale,4010.0,773353806,773354186,culturacomunedinorma.it,www.regione.lazio.it/musei/civicoarcheologiconorma/,41.5845715,12.975238000000001
311,olevano romano,roma,non mibact,omr,sistema pre.gio,,,,museo sulla pittura di paesaggio,via h. hindorf 1,,villa de pisa,35.0,06 95600118,,degiustigmail.com,www.amolevano.it,41.860647799999995,13.031221
312,orte,viterbo,non mibact,,,,,,museo delle confraternite,piazza del popolo snc,orte,c/o chiesa di santagostino,1028.0,3206280189,761402640,robertorondelliconfraterniteorte.it,www.confraterniteorte.it,42.457441100000004,12.3869837
313,orte,viterbo,non mibact,omr,,,musart,,museo diocesano,piazza colonna 5,,ex chiesa di san silvestro,1028.0,0761 404357,,museodartesacraortegmail.com,www.diocesicivitacastellana.it,42.460018,12.386315
314,palestrina,roma,mibact,,sistema museale dei castelli romani e prenestini museumgrandtour,,,,museo archeologico nazionale di palestrina e santuario della fortuna primigenia,piazza della cortina 1,,c/o palazzo barberini,36.0,06 9538100,06 9538100,sba laz.palestrinabeniculturali.it,www.archeolz.arti.beniculturali.it,41.8405653,12.8925954
315,petrella salto,rieti,non mibact,omr,,,,,museo delle suore di santa filippa mareri ex monastero,piazza santa filippa mareri 17,borgo san pietro,,2025.0,746558134,746558367,filippaborgolibero.it,www.suoresantafilippa.it,42.272890999999994,13.064391
316,pontinia,latina,non mibact,omr,,,demos,,museo agro pontino,piazza john kennedy 1,,,4014.0,0773 867422,,infomuseoagropontino.it,www.museoagropontino.it,41.404398799999996,13.0437426
317,posta fibreno,frosinone,non mibact,,,,,,museo naturalistico etnografico della riserva naturale lago di posta fibreno,piazza cesare battisti snc,,,3030.0,776888021,776888021,labterlibero.it,,41.694545899999994,13.696616500000001
318,priverno,latina,non mibact,omr,sistema dei monti lepini,sistema museale urbano di priverno,,,museo per la matematica giochiamo allinfinito,via san martino snc,sp san martino 10,castello di san martino,4015.0,773904601,773904973,giochiamoallinfinitolibero.it,www.sistemamuseo.it/museoid.phpuid180,41.469922,13.183253400000002
319,priverno,latina,non mibact,omr,sistema dei monti lepini,sistema museale urbano di priverno,proust,,polo medievale del museo archeologico di priverno,via dei guitti snc,fossanova,antica forestiera cistercense,4015.0,773938006,773938006,musarchprivernolibero.it,,41.469922,13.183253400000002
320,priverno,latina,mibact,,,,,,abbazia di fossanova,via s.tommaso daquino,fossanova,,4010.0,0773 939061,0773 939382,abbazialibero.it,www.abbaziadifossanova.it,41.4381536,13.195752800000003
321,priverno,latina,non mibact,omr,sistema dei monti lepini,sistema museale urbano di priverno,,,area archeologica privernum,sr monti lepini km 28800,loc. mezzagosto,antica privernum,4010.0,0773 905065,0773 905065,musarchprivernolibero.it,http//musarchpriverno.it,41.473427,13.179527300000002
322,rieti,rieti,non mibact,omr,,,musart proust,,museo civico di rieti,piazza vittorio emanuele ii 1,rieti,municipio,2100.0,0746287212 287280,746253173,museocivicocomune.rieti.it museocivicorietigmail.com,www.regione.lazio.it/musei/rieti/,42.4055045,12.8658321
323,riofreddo,roma,non mibact,omr,sistema medaniene,,demos proust,x,museo delle culture villa garibaldi,via costanza garibaldi 10,,,20.0,774929186,774929501,mudeculibero.it,,42.0595895,12.9978217
324,roma,roma,non mibact,,,,,,museo del deposito pleistocenico di casal de pazzi,via ciciliano snc,rebibbia,angolo con via egidio galbani,156.0,624404006,62417187,patrizia.gioiacomune.roma.it,www.sovraintendenzaroma.it/i luoghi/musei 1/altri musei e collezioni 1/museo di casal de pazzi deposito pleistocenico,41.932575,12.5699643
325,roma,roma,non mibact,omr,,sistema musei in comune,,,museo dellara pacis,lungotevere in augusta snc,roma,edificio di architettura contemporanea,186.0,632652497,632652497,info.arapaciscomune.roma.it,www.arapacis.it,41.896600799999995,12.4753205
326,roma,roma,non mibact,,,,,,museo della cartolina,via del cardello 14a presso enrico sturani,roma,,184.0,6.486.970,,sturamailyahoo.it,,41.889187,12.4982572
327,roma,roma,non mibact,,,,,,museo di chimica,piazzale a. moro 5 universita degli studi la sapienza dipartimento di chimica,roma,,185.0,649913167,649913725,museodichimicauniroma1.it,,41.8977003,12.509727400000001
328,roma,roma,non mibact,,,,,,casa protostorica di fidene,via quarrata snc,,,138.0,624404006,62017187,carlo.persianicomune.roma.it,,41.991990799999996,12.518330699999998
329,roma,roma,non mibact,omr,,,,,museo laboratorio della mente,piazza s. maria della piet 5,padiglione 6,pad. 6 ex ospedale pschiatrico santa maria della piet,135.0,668352927,668352923,infomuseodellamente.it,www.museodellamente.it,41.9407108,12.4191006
330,roma,roma,non mibact,omr,,,,,museo ebraico di roma,largo xvi ottobre,sinagoga,c/o sinagoga,186.0,668400661,668400639,infomuseoebraico.roma.it,www.museoebraico.roma.it,41.8709925,12.4852653
331,roma,roma,non mibact,,,,,,museo della strumentazione e informazione cristallografica,via salaria km 293,area ricerca cnr rm1,c/o istituto di cristallografia del cnr sede di roma,16.0,690672634,690672630,fausto.daprileic.cnr.it,www.cnr.it/sitocnr/iservizi/museidelcnr/cristallografica/informazionecristallografica.html,41.902783500000005,12.4963655
332,roma,roma,non mibact,,,,,,galleria dellaccademia nazionale di san luca,piazza dellaccademia di san luca 77 00187 roma,,,187.0,66798850,669924362,archivioaccademiasanluca.it,www.accademiasanluca.it,41.901669,12.483614900000001
333,roma,roma,mibact,,,,,x,museo hendrik christian andersen,via p. s. mancini 18/24,,,196.0,63219089,63219089,s gnam.museoandersenbeniculturali.it,www.museoandersen.beniculturali.it,41.914155900000004,12.470504400000001
334,roma,roma,mibact,,,,,,pantheon,piazza della rotonda snc,,,186.0,06 683002,06 683002,sbap rm.pantheonbeniculturali.it,www.sbap roma.beniculturali.it,42.0339149,13.4299497
335,roma,roma,mibact,,,,,,monumento a vittorio emanuele ii vittoriano,piazza venezia,,,186.0,66780664,658434787,dr lazbeniculturali.it,www.lazio.beniculturali.it,41.8959938,12.482046
336,san donato val di comino,arsoli,non mibact,,,,,,museo della civilta contadina,viale tenente maurizio simone snc,,edificio scuola elementare,3046.0,776508701,776508918,infocomune.sandonatovaldicomino.fr.it,,41.7089032,13.812641399999999
337,san martino al cimino,viterbo,non mibact,omr,rete urbana di viterbo,,,,museo dellabate,piazza delloratorio,,scriptorium dellabbazia cistercense,1100.0,0761 379803,,,,42.369345700000004,12.1250064
338,santoreste,roma,non mibact,omr,,,,,museo naturalistico del monte soratte,piazza cavalieri caccia,,,60.0,761578185,761578443,museodelmontesorattelibero.it museodelfiumelibero.it,,42.2520515,12.4611825
339,santa marinella,roma,non mibact,omr,,,proust,,museo del mare e della navigazione antica,via del castello aurelia s.s 1 km. 52600,area archeologica di pyrgi,castello di santa severa,,0766 570077,,,www.museosantasevera.org,42.0165652,11.955297199999999
340,saracinesco,roma,non mibact,omr,sistema pre.gio,,,,museo del tempo,centro storico e borgo allaperto,,,20.0,,,,www.tibursuperbum.it/ita/escursioni/saracinesco/museotempo.htm,42.0031174,12.953347099999998
341,sermoneta,latina,non mibact,omr,,,musart,,museo diocesano darte sacra sezione di sermoneta,piazza santa maria snc,,,4010.0,7736986105,7736986111,beniculturalidiocesi.latina.it,,41.5484988,12.9839569
342,sermoneta,latina,non mibact,omr,,,musart,,abbazia di valvisciolo,via badia 14,monte corvino,monastero cistercense,4013.0,0773 30013,,abbaziavalviscioloyahoo.it,,41.5499706,12.983686800000001
343,serrone,frosinone,non mibact,,,,,,esposizione permanente di costumi teatrali,piazza plebiscito,serrone,centro storico,3010.0,775523064,775523277,turismo.serronegmail.com,www.comune.serrone.fr.it,41.8433999,13.0852524
344,sezze,latina,non mibact,,,,,,foro appio,via appia km 72800 5,borgo faiti,,4010.0,773877434,773800247,infoforoappiohotel.it,www.foroappiohotel.it,41.4994158,13.0617578
345,sora,frosinone,non mibact,omr,,,proust,,museo civico della media valle delliri,piazza mayer ross snc,sora,,3039.0,776833327,776833327,museo.soracomune.sora.fr.it,www.comune.sora.fr.it,41.7188539,13.613049100000001
346,sperlonga,latina,mibact,,,,,,museo archeologico nazionale e area archeologica,via flacca km 16300,,,4029.0,0771 548028,0771 548028,sba laz.sperlongabeniculturali.it,www.archeolz.arti.beniculturali.it,41.2259953,13.515243400000001
347,sutri,viterbo,mibact,,,,,,anfiteatro romano,via cassia km 49,,,1015.0,,,,,42.2439027,12.2185381
348,tarquinia,viterbo,mibact,,,,,,necropoli,via ripagretta snc,calvario,,1016.0,0766 856308,,,htpp//etruriameridionale.beniculturali.it/index.phpit/201/descrizione,42.2541846,11.7575684
349,tivoli,roma,mibact,,,,,,area archeologica di villa adriana,largo marguerite yourcenar 1,villa adriana,,10.0,0774 530203,0774 531979,villaadrianabeniculturali.it,www.villaadriana.beniculturali.it,41.959817,12.8022261
350,tolfa,roma,non mibact,,,,,,museo civico archeologico,largo 15 marzo 1799 snc,,ex convento dei padri agostiniani,59.0,76692127,7669390243,museotolfatiscali.it,,42.1497058,11.9380648
351,trevi nel lazio,frosinone,non mibact,omr,sistema pre.gio,,,,museo archeologico domenico antonio pierantoni,via eresio fertore,,castello caetani,3010.0,,,,,41.8755794,12.6115341
352,tuscania,viterbo,non mibact,,,,,,raccolta di montebello del maestro giuseppe cesetti,centro strada montebello 3,,,1017.0,761442695,,,,42.3550533,11.8011922
353,tuscania,viterbo,mibact,,,,,,museo archeologico nazionale,largo mario moretti 1,,c/o chiesa della madonna del riposo,1017.0,0761 436209,0761 436209,sba embeniculturali.it,htpp//etruriameridionale.beniculturali.it,42.421493100000006,11.8705543
354,vallepietra,roma,non mibact,,,,,,sale museali ex voto santuario santissima trinita valle pietra,santuario santissima trinita,vallepietra,santuario,20.0,774899084,774899084,p.vallepietratiscalinet.it,,41.9257111,13.230550099999999
355,viterbo,viterbo,non mibact,,,,,,confraternita ss.sacramento e s.rosario,piazza oratorio 5,frazione s. martino al cimino,abbazia cistercense di s.martino al cimino,1100.0,761379301,,confraternitasanmartinogmail.com,www.abbaziasanmartinoalcimino.it,42.4157698,12.113354
356,viterbo,viterbo,mibact,,,,,,area archeologica antica citt di ferento,strada provinciale teverina km 8000,,,1100.0,,,,,42.4206766,12.107669
