,,biglietto intero,biglietto ridotto,cap,casa museo,categoria,comune,denominazione,indirizzo,latitudine,longitudine,note,omr,orari,provincia,q1.10 sa email museo istituto,q1.11 sa sito web museo istituto,q1.3 sa localita museo istituto,q1.4 sa ubicazione/edificio museo istituto,q1.9 sa fax museo istituto,scheda,sistema museale tematico,sistema museale territoriale,statale non statale,telefono
Lazio,235,,,1100.0,,sistema museale urbano di viterbo,viterbo,museo nazionale etrusco di rocca albornoz,piazza della rocca 21/b,42.421643100000004,12.1044907,,,,viterbo,sba em.roccaalbornozbeniculturali.it,www.etruriameridionale.beniculturali.it,,,0761 325929,,,,mibact,0761 325929
Lazio,236,,,1011.0,,,canino,tomba francois,parco archeologico di vulci,42.424116299999994,11.6310953,,,,viterbo,sba embeniculturali.it,http//etruriameridionale.beniculturali.it,localit vulci,castello dellabbadia,0761 437787,,,,mibact,0761 437787
Lazio,237,,,1100.0,,,viterbo,museo erbario della tuscia utv,via s. camillo de lellis snc,42.426571100000004,12.0896074,,,,viterbo,erbariounitus.it,www.unitus.it www.sma.unitus.it,,universita degli studi della tuscia ex facolt di agraria vecchio edificio,761357028,,,,non mibact,761357490
Lazio,238,,,1031.0,x,,viterbo,villa lante della rovere,via jacopo barozzi 71,42.426754100000004,12.154816499999999,,,,viterbo,,,localit bagnaia,,,,,,mibact,
Lazio,239,,,1028.0,,,orte,museo civico,via pie di marmo,42.460527899999995,12.3870936,,omr,,viterbo,infocomune.orte.vt.it,www.comune.orte.vt.it/c056042/zf/index.php/servizi aggiuntivi/index/index/idtesto/27,,ex chiesa di santantonio abate,0761 493303,,,,non mibact,0761 4041
Lazio,240,,,1010.0,,,cellere,museo del brigantaggio,via marconi 20,42.5111064,11.7732155,,omr,,viterbo,infomuseobrigantaggiocellere.it,www.museobrigantaggiocellere.it,,ex mattatoio,,,demos,sistema museale del lago di bolsena,non mibact,0761 451791 392 7013553
Lazio,241,,,1010.0,,,ischia di castro,museo civico archeologico pietro e turiddo lotti,piazza cavalieri vittorio veneto,42.5443643,11.7559713,,omr,,viterbo,ischia museocivicolibero.it,,,,0761 425400,,,sistema museale del lago di bolsena simulabo,non mibact,0761 425455
Lazio,242,,,1010.0,,,capodimonte,museo della navigazione nelle acque interne,viale regina margheritasnc,42.5560915,11.8882363,,,,viterbo,comunecapodimonteitpec.it,www.comune.capodimonte.vt.it,capodimonte,,761871206,,,,non mibact,761870043
Lazio,243,,,2016.0,,,leonessa,museo civico demo antropologico di leonessa,via di san francesco 85,42.5631277,12.964419900000001,,omr,,rieti,comunedileonessacomunedileonessa.it,www.museum eu.it,leonessa,c/o ex convento chiostro di san francesco,746923219,,,,non mibact,746923212
Lazio,244,,,1018.0,,,valentano,museo della preistoria della tuscia e della rocca farnese,piazza della vittoria 11,42.5685644,11.819206900000001,,omr,,viterbo,museo.valentanoalice.it,www.simulabo.it,,rocca farnese,761420018,,proust,sistema museale del lago di bolsena,non mibact,761420018
Lazio,245,,,2012.0,,,amatrice,museo civico di arte sacra cola filotesio di amatrice,via cola 47,42.629869899999996,13.287811900000001,,omr,,rieti,museocivicocomune.amatrice.it,,amatrice,,746825682,,musart,,non mibact,074683081 int 27
Lazio,246,,,1023.0,,,bolsena,museo territoriale del lago di bolsena,piazza monaldeschi,42.6463309,11.9858125,,omr,,viterbo,museocomunebolsena.it,www.regione.lazio.it/musei/museo bolsena/,,castello,,,,sistema museale del lago di bolsena,non mibact,761798630
Lazio,247,,,1023.0,,,bolsena,area del foro e domus privatae della citt romana di volsinii,via orvietana,42.6474699,11.998059699999999,,,,viterbo,,,localit poggio moscini,,,,,,mibact,
Lazio,248,,,1025.0,,,grotte di castro,museo archeologico e delle tradizioni popolari,piazza giacomo matteotti,42.6852104,11.902225900000001,,omr,,viterbo,bibliotecagrottelibero.it,www.simulabo.it,,palazzo di jacopo barozzi da vignola sec. xvi,,,,sistema museale del lago di bolsena,non mibact,0763 796983
Lazio,249,,,1021.0,,,acquapendente,museo della citta,via roma 85,42.7426527,11.868904800000001,,omr,,viterbo,museo.civ.dioccomuneacquapendente.it,www.museoacquapendente.it,,palazzo vescovile,0763 711215,,musart,sistema museale del lago di bolsena,non mibact,0763 7309205
Lazio,250,,,1023.0,,,acquapendente,museo della citta,piazzetta dellorologio,42.7436932,11.868015699999999,,omr,,viterbo,infosimulabo.it,,,palazzo monaldeschi,,,,sistema museale del lago di bolsena,non mibact,0761 796914
Lazio,251,,,1021.0,,,acquapendente,museo del fiore,predio giardino 37,42.7477229,11.8630202,,omr,,viterbo,infomuseodelfiore.it,www.museodelfiore.it,frazione torre alfina,,763731175,,resina,sistema museale del lago di bolsena,non mibact,763733642
Lazio,252,,,4020.0,,,itri,museo demoetnoantropologico del brigantaggio nel lazio meridionale,corso appio claudio 268,41.2901261,13.524151199999999,,omr,,latina,infomuseobrigantaggio.it,www.museobrigantaggio.it,,,771721061,,demos,,non mibact,771721061
Lazio,253,,,40.0,,,pomezia,museo civico archeologico lavinium,via pratica di mare,41.6068257,12.503282400000002,,omr,,roma,museo.laviniumyahoo.it,www.museopomezia.it,borgo di pratica,edificio moderno,691984744,,proust,,non mibact,691984744
Lazio,254,,,3100.0,,,frosinone,museo archeologico comunale,via xx settembre 32,41.639362299999995,13.3523809,,omr,,frosinone,museocomune.frosinone.it,www.comune.frosinone.it,centro storico,c/o cattedrale di s. maria,775859292,,,,non mibact,775212314
Lazio,255,,,40.0,,sistema museale urbano di monte porzio catone,monte porzio catone,museo diffuso del vino,via vittorio emanuele ii 22 32 46,41.816715,12.71471,,omr,,roma,museicomune.monteporziocatone.rm.it,www.comune.monteporziocatone.rm.it,monte porzio catone,,69447471,,demos,sistema museale dei castelli romani e prenestini museumgrandtour,non mibact,689686503
Lazio,256,,,178.0,,,roma,parco archeologico delle tombe della via latina,via arco di travertino 151,41.86343,12.532869999999999,,,,roma,,www.archeoroma.beniculturali.it/siti archeologici/suburbio/tombe via latina,,,67809255,,,,mibact,67809255
Lazio,257,,,185.0,,,roma,museo nazionale darte orientale giuseppe tucci,via merulana 248,41.89445,12.500539999999999,,,,roma,mn aobeniculturali.it,www.museorientale.beniculturali.it,,palazzo brancaccio,646974837,,,,mibact,64697481
Lazio,258,,,155.0,,,roma,archivio storico e museo birra peroni,via r. birolli 8,41.902813,12.5991294,,,,roma,museoperoni.it,www.birraperoni.it,roma,museo peroni,62283442,,,,non mibact,622544296
Lazio,259,,,185.0,,,roma,museo di storia della medicina,viale delluniversita 34/a,41.904791499999995,12.5136953,,,,roma,alessandro.arutauniroma1.it,www.histmed.it/museo/museo.htm,universit di roma la sapienza,dipartimento di medicina molecolare,64451721,,,,non mibact,649914445
Lazio,260,,,197.0,,sistema musei in comune,roma,museo carlo bilotti aranciera di villa borghese,viale fiorello la guardia,41.913337799999994,12.4827497,,omr,,roma,museo.bilotticomune.roma.it,www.museocarlobilotti.it,,aranciera di villa borghese,68845630,,,,non mibact,685357446
Lazio,261,,,197.0,,,roma,galleria borghese,piazzale scipione borghese 5,41.914359999999995,12.49235,,,,roma,sspsae rm.borghesebeniculturali.it,http//galleriaborghese.beniculturali.it,,palazzo,68840756,,,,mibact,68413979
Lazio,262,,,196.0,,,roma,museo nazionale etrusco di villa giulia,piazzale di villa giulia,41.9182999,12.474606699999999,,,,roma,sba embeniculturali.it,www.villagiulia.beniculturali.it,,,63202010,,,,mibact,63226571
Lazio,263,,,27.0,,,roviano,museo della civilta contadina valle dellaniene,piazza s. giovanni 1,42.050936,12.964165,,omr,,roma,rovianomuseotiscali.it,,,castello brancaccio,774903008,,demos,sistema medaniene,non mibact,774903143
Lazio,264,,,61.0,,,anguillara sabazia,museo storico della civilta contadina e della cultura popolare augusto montori,torre orsini snc,42.0914786,12.271545800000002,,,,roma,associazionesabatetiscali.it,www.parcodeilaghi.it/museo/visitamuseo.htm,anguillara sabazia,giardini del torrione,69994096,,,,non mibact,699608241
Lazio,265,,,62.0,,,bracciano,museo civico di bracciano,via umberto primo 5,42.1036275,12.1768752,,omr,,roma,museocomune.bracciano.rm.it,www.regione.lazio.it/musei/bracciano/index.php,,,699805106,,musart,,non mibact,699805106
Lazio,266,,,60.0,,,capena,art forum wurth,viale buona fortuna2,42.12335,12.59595,,omr,,roma,art.forumwuerth.it,www.artforumwuerth.it,loc. scorano,,06 901 034 00,,musart,,non mibact,06 901 038 00
Lazio,267,,,1030.0,,,calcata,museo della civilta contadina,via san giovanni,42.2165023,12.418712199999998,,,,viterbo,gisa.federicilibero.it,,,c/o chiesa di s.giovanni,,,,,non mibact,761587989
Lazio,268,,,1036.0,,,nepi,museo civico archeologico di nepi,via xiii settembre 1,42.242992,12.347864999999999,,omr,,viterbo,museocomune.nepi.vt.it,,,palazzo comunale,761557960,,proust,,non mibact,761570604
Lazio,269,,,2013.0,,,antrodoco,museo della citta lin delija e carlo cesi,corso roma 9,42.417332,13.07929,,omr,,rieti,culturaesportcomunediantrodoco.it,www.museoantrodoco.it,antrodoco,,746578623,,musart,,non mibact,746578379
Lazio,270,,,1030.0,,,vasanello,museo della ceramica di vasanello,via s. salvatore 19,42.4183899,12.3469114,,omr,,viterbo,tamarapatillilibero.it,,vasanello,palazzo comunale,3392077494,,,,non mibact,7614089302
Lazio,271,,,1020.0,,,bomarzo,parco dei mostri sacro bosco di bomarzo,,42.4916599,12.2475933,,,,viterbo,boscosacrointerfree.it,,gioardino,,761924029,,,,non mibact,761924029
Lazio,272,,,1022.0,,,bagnoregio,museo geologico delle frane,piazza san donato,42.6278153,12.1136284,,omr,,viterbo,infomuseogeologicodellefrane.it,,civita di bagnoregio,palazzo alemanni,,,resina,sistema museale del lago di bolsena,non mibact,328 6657205
Lazio,273,,,10120.0,,,lubriano,museo naturalistico,piazza col di lana 12,42.636462,12.1108139,,omr,,viterbo,infomuseolubriano.com,,ex casa di padella,,,,resina,,non mibact,0761 780391 327 0289027
Lazio,274,,,1010.0,,,gradoli,museo del costume farnesiano,piazza luigi palombini 2,42.644090000000006,11.85619,,omr,,viterbo,comunedigradolilegalmail.it,www.comune.gradoli.vt.it,,palazzo farnese,761456052,,musart,sistema museale del lago di bolsena,non mibact,761456082
Lazio,275,,,3037.0,,,pontecorvo,tesoro di s. bartolomeo,basilica cattedrale san bartolomeo ap.,41.4545679,13.6637674,,,,frosinone,cattedralepontecorvolibero.it,www.cattedralepontecorvo.it,pontecorvo,c/o cattedrale,,,,,non mibact,3313469988
Lazio,276,,,42.0,,,anzio,museo dello sbarco di anzio,via di villa adele snc,41.4495955,12.6197253,,,,roma,infosbarcodianzio.it,www.sbarcodianzio.it,anzio,villa adele,69848059,,,,non mibact,69848059
Lazio,277,,,3031.0,,,aquino,museo della citta,via latina antica snc,41.4993641,13.7039714,,omr,,frosinone,museoaquinolibero.it museoaquinovirgilio.it,,,,0776728603 / 0776729,,proust,,non mibact,776729061
Lazio,278,,,20.0,,,arcinazzo romano,museo comunale villa di traiano,via sublacense km 30 snc,41.878652,13.1163715,,omr,,roma,infoarcinazzo.org,www.arcinazzo.org,altipiani di arcinazzo,,774808263,,proust,sistema medaniene sistema pre.gio,non mibact,774808006
Lazio,279,,,20.0,,,arcinazzo romano,museo della cultura contadina,via del forno snc,41.878652,13.1163715,,,,roma,infoarcinazzo.org,,,,774808263,,,,non mibact,774808006
Lazio,280,,,40.0,,,ardea,museo giacomo manz,via laurentina km 32800,41.6079691,12.5432586,,,,roma,marcella.cossubeniculturali.it,www.museomanzu.beniculturali.it,,,69135022,,,,mibact,69135022
Lazio,281,,,3033.0,,,arpino,museo dellarte della lana,via dellaquila romana snc,41.6451345,13.612625099999999,,,,frosinone,museiciviciarpinolibero.it,www.arpinoturismo.it,arpino,ex chiesa di s. domenico,776850057,,,,non mibact,776649241
Lazio,282,,,3042.0,,,atina,museo archeologico di atina e della valle di comino,via vittorio emanuele iii snc,41.619337200000004,13.8015603,,omr,,frosinone,museo.atinavirgilio.it,www.comune.atina.fr.it,atina,ex edificio scolastico g. visocchi atina,776609131,,proust,,non mibact,776609131
Lazio,283,,,3040.0,,,ausonia,museo della pietra,via san michele snc,41.3570246,13.750743599999998,,omr,,frosinone,comunediausonialibero.it,,centro storico,c/o castello medievale,0776 953014,,demos,,non mibact,0776 952021
Lazio,284,,,1010.0,,,blera,museo civico gustavo vi adolfo di svezia sezione demo antropologica,via umberto i snc,42.2759082,12.025463900000002,,omr,,viterbo,info museoblerayahoo.it,,blera,,761470566,,demos,,non mibact,761471057
Lazio,285,,,62.0,,,bracciano,museo dellopera del duomo di s. stefano bruno panunzi,largo della cattedrale,42.103913299999995,12.1786837,,,,roma,p.s.stefanobraccianogmail.com,www.forumclodii.org,,,,,,,non mibact,3392326963
Lazio,286,,,1030.0,,,calcata,opera bosco museo di arte nella natura,localita colle snc,42.21656,12.421149699999999,,omr,,viterbo,operaboscooperabosco.eu,www.operabosco.eu,,,,,musart,,non mibact,761588048
Lazio,287,,,1030.0,,,canepina,museo delle tradizioni popolari di canepina,largo maria de mattias 7,42.3818609,12.230836300000002,,omr,,viterbo,infocmcimini.it,,,ex convento dei carmelitani,761652359,,demos,,non mibact,761327677
Lazio,288,,,60.0,,,capena,area archeologica di lucus feroniae e museo archeologico,strada statale 3 bis tiberina km 18 500,42.1409078,12.5394045,,,,roma,,,,edificio costruito ex novo,,,,,mibact,69085173
Lazio,289,,,1012.0,,,capranica,museo delle confraternite,via annibal caro,42.259544500000004,12.174631100000001,,omr,,viterbo,capranicasegreteriahotmail.com,,,,0761 6679232,,,,non mibact,0761 6679209
Lazio,290,,,32.0,,,carpineto romano,museo la reggia dei volsci,via della torre antica 4,41.608664399999995,13.0821906,,omr,,roma,museolareggiaalternatyva.it,,carpineto romano,,697180029,,,sistema dei monti lepini,non mibact,69717434
Lazio,291,,,32.0,,,carpineto romano,mostra permanente i cimeli di leone xiii,via la rosa snc,41.608664399999995,13.0821906,,,,roma,culturacacarpinetocarpinetoromano.it,,,c/o centro culturale san nicola,697180029,,,,non mibact,697180028
Lazio,292,,,3043.0,,,cassino,museo archeologico nazionale g. carettoni,via di montecassino km 100,41.4907889,13.833377599999999,,,,frosinone,sba laz.museocassinobeniculturali.it,www.archeolz.arti.beniculturali.it,,,0776 301168,,,,mibact,0776 301168
Lazio,293,,,3024.0,,,ceprano,piccolo museo,via mons. pietro corvi 1,41.54435529999999,13.512173,,,,frosinone,cepranocarmelitaniroma.it,,padri carmelitani scalzi ceprano,convento,775914148,,,,non mibact,775914148
Lazio,294,,,4010.0,,,cori,museo della citta e del territorio,via giacomo matteotti,41.6435151,12.9136293,,omr,,latina,museocomune.cori.lt.it,,cori,,696617243,,proust,sistema dei monti lepini,non mibact,696617243
Lazio,295,,,2032.0,,,fara in sabina,abbazia di farfa,via del monastero 1,42.2212858,12.7184454,,,,rieti,farfenpriorlibero.it,www.abbaziadifarfa.it,,,,,,,non mibact,765277065
Lazio,296,,,65.0,,,fiano romano,villa dei volusii,via tiberina km 17300,42.170257299999996,12.5922521,,,,roma,,,bambocci,,,,,,mibact,
Lazio,297,,,60.0,,,formello,museo civico dellagro veientano,piazza san lorenzo snc,42.0820027,12.4036987,,omr,,roma,museocomune.formello.rm.it,www.comune.formello.rm.it,formello,palazzo chigi,69089577,,proust,,non mibact,690194240
Lazio,298,,,4024.0,,,gaeta,museo diocesano e della religiosita del parco dei monti aurunci,piazza cardinale tommaso de vio 9,41.2107299,13.5714285,,omr,,latina,beniculturaliarcidiocesigaeta.it,,,palazzo cardinale tommaso de vio,7714530234,,,,non mibact,771700287
Lazio,299,,,1035.0,,,gallese,museo di gallese centro culturale marco scacchi,via lorenzo filippini snc gallese,42.371691299999995,12.402600999999999,,omr,,viterbo,museocomune.gallese.vt.it,,,,761495535,,,,non mibact,761495503
Lazio,300,,,30.0,,,genazzano,museo del santuario madre del buon consiglio,corso cardinale vannutelli 2,41.8361406,12.973345199999999,,omr,,roma,santuariombcgmail.com,www.genazzanobuonconsiglio.it/index.phpoptioncom contentviewarticleid77itemid69,,convento del santuario della madonna del buon consiglio,06 95570163,,,,non mibact,06 9579002
Lazio,301,,,46.0,,,grottaferrata,abbazia greca di san nilo,via di san nilo snc,41.7865663,12.673591400000001,,,,roma,segreteriaabbaziagraca.it,www.abbaziagreca.it,grottaferrata,chiesa di santa maria,06 9456734,,,,mibact,06 9459309
Lazio,302,,,12.0,,,guidonia montecelio,antiquarium don celestino piccolini,via monte albano snc,41.9939694,12.7245045,,,,roma,pubblicaistruzioneguidonia.org,www.guidonia.org,montecelio,,0774 303434,,,,non mibact,0774 511053 301290
Lazio,303,,,1010.0,,,latera,museo della terra,via dellosteria snc,42.6300003,11.828067800000001,,omr,,viterbo,museocomune.latera.vt.it,www.simulabo.it /www.regione.lazio.it/musei/latera/,latera,grancia di san pietro,761459476,,demos,sistema museale del lago di bolsena simulabo,non mibact,761459041
Lazio,304,,,4100.0,,,latina,museo di piana delle orme,via migliara 435 n.29,41.440428600000004,12.967055,,omr,,latina,infopianadelleorme.it,,borgo faiti,,773255000,,,,non mibact,773258708
Lazio,305,,,2016.0,,,leonessa,museo della nostra terra,via comunale di ocre leonessa 79,42.5660721,12.962444999999999,,,,rieti,franco.bonellialice.it,,frazione ocre comune di leonessa,,,,,,non mibact,335465412
Lazio,306,,,26.0,,,licenza,villa di orazio,via licinese snc,42.072782700000005,12.9004489,,,,roma,sba lazbeniculturali.it,www.archeolz.arti.beniculturali.it,,,06 3214447,,,,mibact,06 3265961
Lazio,307,,,4010.0,,,maenza,museo del paesaggio,piazza della portella,41.5231443,13.1821084,,omr,,latina,comunemaenzalibero.it,,rione belle donne,castello caetani aldobrandini,,,musart,sistema dei monti lepini,non mibact,0773 951310
Lazio,308,,,47.0,,,marino,museo archeologico umberto mastroianni,largo jacopa de settesoli snc,41.770086600000006,12.6585371,,omr,,roma,museocivicomarinointerfree.it,,marino,ex chiesa di s. lucia,69385681,,,,non mibact,69385681
Lazio,309,,,4026.0,,,minturno,comprensorio archeologico di minturnae,via punta fiume snc,41.2657426,13.7443642,,,,latina,sba laz.minturnaebeniculturali.it,www.archeolz.arti.beniculturali.it,marina di minturno,,0771 680093,,,,mibact,0771 622239
Lazio,310,,,4010.0,,,norma,museo civico archeologico padre annibale gabriele saggi,via della liberazione snc,41.5845715,12.975238000000001,,omr,,latina,culturacomunedinorma.it,www.regione.lazio.it/musei/civicoarcheologiconorma/,norma,palazzo ex comunale,773354186,,proust,,non mibact,773353806
Lazio,311,,,35.0,,,olevano romano,museo sulla pittura di paesaggio,via h. hindorf 1,41.860647799999995,13.031221,,omr,,roma,degiustigmail.com,www.amolevano.it,,villa de pisa,,,,sistema pre.gio,non mibact,06 95600118
Lazio,312,,,1028.0,,,orte,museo delle confraternite,piazza del popolo snc,42.457441100000004,12.3869837,,,,viterbo,robertorondelliconfraterniteorte.it,www.confraterniteorte.it,orte,c/o chiesa di santagostino,761402640,,,,non mibact,3206280189
Lazio,313,,,1028.0,,,orte,museo diocesano,piazza colonna 5,42.460018,12.386315,,omr,,viterbo,museodartesacraortegmail.com,www.diocesicivitacastellana.it,,ex chiesa di san silvestro,,,musart,,non mibact,0761 404357
Lazio,314,,,36.0,,,palestrina,museo archeologico nazionale di palestrina e santuario della fortuna primigenia,piazza della cortina 1,41.8405653,12.8925954,,,,roma,sba laz.palestrinabeniculturali.it,www.archeolz.arti.beniculturali.it,,c/o palazzo barberini,06 9538100,,,sistema museale dei castelli romani e prenestini museumgrandtour,mibact,06 9538100
Lazio,315,,,2025.0,,,petrella salto,museo delle suore di santa filippa mareri ex monastero,piazza santa filippa mareri 17,42.272890999999994,13.064391,,omr,,rieti,filippaborgolibero.it,www.suoresantafilippa.it,borgo san pietro,,746558367,,,,non mibact,746558134
Lazio,316,,,4014.0,,,pontinia,museo agro pontino,piazza john kennedy 1,41.404398799999996,13.0437426,,omr,,latina,infomuseoagropontino.it,www.museoagropontino.it,,,,,demos,,non mibact,0773 867422
Lazio,317,,,3030.0,,,posta fibreno,museo naturalistico etnografico della riserva naturale lago di posta fibreno,piazza cesare battisti snc,41.694545899999994,13.696616500000001,,,,frosinone,labterlibero.it,,,,776888021,,,,non mibact,776888021
Lazio,318,,,4015.0,,sistema museale urbano di priverno,priverno,museo per la matematica giochiamo allinfinito,via san martino snc,41.469922,13.183253400000002,,omr,,latina,giochiamoallinfinitolibero.it,www.sistemamuseo.it/museoid.phpuid180,sp san martino 10,castello di san martino,773904973,,,sistema dei monti lepini,non mibact,773904601
Lazio,319,,,4015.0,,sistema museale urbano di priverno,priverno,polo medievale del museo archeologico di priverno,via dei guitti snc,41.469922,13.183253400000002,,omr,,latina,musarchprivernolibero.it,,fossanova,antica forestiera cistercense,773938006,,proust,sistema dei monti lepini,non mibact,773938006
Lazio,320,,,4010.0,,,priverno,abbazia di fossanova,via s.tommaso daquino,41.4381536,13.195752800000003,,,,latina,abbazialibero.it,www.abbaziadifossanova.it,fossanova,,0773 939382,,,,mibact,0773 939061
Lazio,321,,,4010.0,,sistema museale urbano di priverno,priverno,area archeologica privernum,sr monti lepini km 28800,41.473427,13.179527300000002,,omr,,latina,musarchprivernolibero.it,http//musarchpriverno.it,loc. mezzagosto,antica privernum,0773 905065,,,sistema dei monti lepini,non mibact,0773 905065
Lazio,322,,,2100.0,,,rieti,museo civico di rieti,piazza vittorio emanuele ii 1,42.4055045,12.8658321,,omr,,rieti,museocivicocomune.rieti.it museocivicorietigmail.com,www.regione.lazio.it/musei/rieti/,rieti,municipio,746253173,,musart proust,,non mibact,0746287212 287280
Lazio,323,,,20.0,x,,riofreddo,museo delle culture villa garibaldi,via costanza garibaldi 10,42.0595895,12.9978217,,omr,,roma,mudeculibero.it,,,,774929501,,demos proust,sistema medaniene,non mibact,774929186
Lazio,324,,,156.0,,,roma,museo del deposito pleistocenico di casal de pazzi,via ciciliano snc,41.932575,12.5699643,,,,roma,patrizia.gioiacomune.roma.it,www.sovraintendenzaroma.it/i luoghi/musei 1/altri musei e collezioni 1/museo di casal de pazzi deposito pleistocenico,rebibbia,angolo con via egidio galbani,62417187,,,,non mibact,624404006
Lazio,325,,,186.0,,sistema musei in comune,roma,museo dellara pacis,lungotevere in augusta snc,41.896600799999995,12.4753205,,omr,,roma,info.arapaciscomune.roma.it,www.arapacis.it,roma,edificio di architettura contemporanea,632652497,,,,non mibact,632652497
Lazio,326,,,184.0,,,roma,museo della cartolina,via del cardello 14a presso enrico sturani,41.889187,12.4982572,,,,roma,sturamailyahoo.it,,roma,,,,,,non mibact,6.486.970
Lazio,327,,,185.0,,,roma,museo di chimica,piazzale a. moro 5 universita degli studi la sapienza dipartimento di chimica,41.8977003,12.509727400000001,,,,roma,museodichimicauniroma1.it,,roma,,649913725,,,,non mibact,649913167
Lazio,328,,,138.0,,,roma,casa protostorica di fidene,via quarrata snc,41.991990799999996,12.518330699999998,,,,roma,carlo.persianicomune.roma.it,,,,62017187,,,,non mibact,624404006
Lazio,329,,,135.0,,,roma,museo laboratorio della mente,piazza s. maria della piet 5,41.9407108,12.4191006,,omr,,roma,infomuseodellamente.it,www.museodellamente.it,padiglione 6,pad. 6 ex ospedale pschiatrico santa maria della piet,668352923,,,,non mibact,668352927
Lazio,330,,,186.0,,,roma,museo ebraico di roma,largo xvi ottobre,41.8709925,12.4852653,,omr,,roma,infomuseoebraico.roma.it,www.museoebraico.roma.it,sinagoga,c/o sinagoga,668400639,,,,non mibact,668400661
Lazio,331,,,16.0,,,roma,museo della strumentazione e informazione cristallografica,via salaria km 293,41.902783500000005,12.4963655,,,,roma,fausto.daprileic.cnr.it,www.cnr.it/sitocnr/iservizi/museidelcnr/cristallografica/informazionecristallografica.html,area ricerca cnr rm1,c/o istituto di cristallografia del cnr sede di roma,690672630,,,,non mibact,690672634
Lazio,332,,,187.0,,,roma,galleria dellaccademia nazionale di san luca,piazza dellaccademia di san luca 77 00187 roma,41.901669,12.483614900000001,,,,roma,archivioaccademiasanluca.it,www.accademiasanluca.it,,,669924362,,,,non mibact,66798850
Lazio,333,,,196.0,x,,roma,museo hendrik christian andersen,via p. s. mancini 18/24,41.914155900000004,12.470504400000001,,,,roma,s gnam.museoandersenbeniculturali.it,www.museoandersen.beniculturali.it,,,63219089,,,,mibact,63219089
Lazio,334,,,186.0,,,roma,pantheon,piazza della rotonda snc,42.0339149,13.4299497,,,,roma,sbap rm.pantheonbeniculturali.it,www.sbap roma.beniculturali.it,,,06 683002,,,,mibact,06 683002
Lazio,335,,,186.0,,,roma,monumento a vittorio emanuele ii vittoriano,piazza venezia,41.8959938,12.482046,,,,roma,dr lazbeniculturali.it,www.lazio.beniculturali.it,,,658434787,,,,mibact,66780664
Lazio,336,,,3046.0,,,san donato val di comino,museo della civilta contadina,viale tenente maurizio simone snc,41.7089032,13.812641399999999,,,,arsoli,infocomune.sandonatovaldicomino.fr.it,,,edificio scuola elementare,776508918,,,,non mibact,776508701
Lazio,337,,,1100.0,,,san martino al cimino,museo dellabate,piazza delloratorio,42.369345700000004,12.1250064,,omr,,viterbo,,,,scriptorium dellabbazia cistercense,,,,rete urbana di viterbo,non mibact,0761 379803
Lazio,338,,,60.0,,,santoreste,museo naturalistico del monte soratte,piazza cavalieri caccia,42.2520515,12.4611825,,omr,,roma,museodelmontesorattelibero.it museodelfiumelibero.it,,,,761578443,,,,non mibact,761578185
Lazio,339,,,,,,santa marinella,museo del mare e della navigazione antica,via del castello aurelia s.s 1 km. 52600,42.0165652,11.955297199999999,,omr,,roma,,www.museosantasevera.org,area archeologica di pyrgi,castello di santa severa,,,proust,,non mibact,0766 570077
Lazio,340,,,20.0,,,saracinesco,museo del tempo,centro storico e borgo allaperto,42.0031174,12.953347099999998,,omr,,roma,,www.tibursuperbum.it/ita/escursioni/saracinesco/museotempo.htm,,,,,,sistema pre.gio,non mibact,
Lazio,341,,,4010.0,,,sermoneta,museo diocesano darte sacra sezione di sermoneta,piazza santa maria snc,41.5484988,12.9839569,,omr,,latina,beniculturalidiocesi.latina.it,,,,7736986111,,musart,,non mibact,7736986105
Lazio,342,,,4013.0,,,sermoneta,abbazia di valvisciolo,via badia 14,41.5499706,12.983686800000001,,omr,,latina,abbaziavalviscioloyahoo.it,,monte corvino,monastero cistercense,,,musart,,non mibact,0773 30013
Lazio,343,,,3010.0,,,serrone,esposizione permanente di costumi teatrali,piazza plebiscito,41.8433999,13.0852524,,,,frosinone,turismo.serronegmail.com,www.comune.serrone.fr.it,serrone,centro storico,775523277,,,,non mibact,775523064
Lazio,344,,,4010.0,,,sezze,foro appio,via appia km 72800 5,41.4994158,13.0617578,,,,latina,infoforoappiohotel.it,www.foroappiohotel.it,borgo faiti,,773800247,,,,non mibact,773877434
Lazio,345,,,3039.0,,,sora,museo civico della media valle delliri,piazza mayer ross snc,41.7188539,13.613049100000001,,omr,,frosinone,museo.soracomune.sora.fr.it,www.comune.sora.fr.it,sora,,776833327,,proust,,non mibact,776833327
Lazio,346,,,4029.0,,,sperlonga,museo archeologico nazionale e area archeologica,via flacca km 16300,41.2259953,13.515243400000001,,,,latina,sba laz.sperlongabeniculturali.it,www.archeolz.arti.beniculturali.it,,,0771 548028,,,,mibact,0771 548028
Lazio,347,,,1015.0,,,sutri,anfiteatro romano,via cassia km 49,42.2439027,12.2185381,,,,viterbo,,,,,,,,,mibact,
Lazio,348,,,1016.0,,,tarquinia,necropoli,via ripagretta snc,42.2541846,11.7575684,,,,viterbo,,htpp//etruriameridionale.beniculturali.it/index.phpit/201/descrizione,calvario,,,,,,mibact,0766 856308
Lazio,349,,,10.0,,,tivoli,area archeologica di villa adriana,largo marguerite yourcenar 1,41.959817,12.8022261,,,,roma,villaadrianabeniculturali.it,www.villaadriana.beniculturali.it,villa adriana,,0774 531979,,,,mibact,0774 530203
