,Comune,Provincia,Statale Æ’?? Non statale,OMR,Sistema museale territoriale,Sistema museale urbano,Sistema museale tematico,Casa museo,Q1.1_SA_DENOMINAZIONE_MUSEO_ISTITUTO,Q1.2_SA_INDIRIZZO_MUSEO_ISTITUTO,Q1.3_SA_LOCALITA_MUSEO_ISTITUTO,Q1.4_SA_UBICAZIONE/EDIFICIO_MUSEO_ISTITUTO,Cap,Q1.8_SA_TELEFONO_MUSEO_ISTITUTO,Q1.9_SA_FAX_MUSEO_ISTITUTO,Q1.10_SA_EMAIL_MUSEO_ISTITUTO,Q1.11_SA_SITO WEB_MUSEO_ISTITUTO,latitudine,longitudine
198,Roma,Roma,Non MIBACT,,,,,,MUSEO STORICO DELLA GUARDIA DI FINANZA,PIAZZA ARMELLINI; 20,Roma,caserma G. di F.,162.0,644238841,64404805,museostoricogdf@gdf.it,www.gdf.it,41.9183968,12.522342800000002
199,Roma,Roma,Non MIBACT,OMR,,Sistema Musei in Comune,,,museo civico DI ZOOLOGIA,via Ulisse Aldrovandi; 18,-,-,197.0,667109270,632650186,info.museodizoologia@roma.it,www.museodizoologia.it,41.919191399999995,12.488358999999999
200,Roma,Roma,Non MIBACT,,,,,,ISTITUTO STORICO E DI CULTURA DELL'ARMA DEL GENIO,LUNGOTEVERE DELLA VITTORIA; 31,-,-,195.0,63725446,63725446,istituto_genio@esercito.difesa.it,-,41.923115100000004,12.4607131
201,Roma,Roma,Non MIBACT,,,,,,MAXXI - MUSEO NAZIONALE DELLE ARTI DEL XXI SECOLO,via Guido Reni; 4/a,Roma,-,196.0,063225178  32101838,632101839,segreteria@fondazionemaxxi.it,www.fondazionemaxxi.it,41.928484600000004,12.466481300000002
202,Gerano,Roma,Non MIBACT,,,,,,MOSTRA PERMANENTE 'LA CASA DELLE ANTICHE SCATOLE DI LATTA',VIA DEL PALAZZO; 8,-,-,25.0,3487960033,-,scatolemarina@hotmail.com,www.casadellescatole.org,41.93316970000001,12.993706
203,Gerano,Roma,Non MIBACT,,,,,,MUSEO DELL'INFIORATA,VIA DEL MUNICIPIO; 8,-,-,25.0,774798002,774798875,info@gerano.comnet.roma.it,www.infioratadigerano.it,41.9568201,13.021326400000001
204,Roma,Roma,Non MIBACT,OMR,,,,x,MUSEO VENANZO CROCETTI,VIA CASSIA; 492,Roma,Edificio di architettura contemporanea,189.0,633711468,633711468,museo.crocetti@tiscali.it,www.museocrocetti.it,41.9592351,12.454381300000001
205,Tivoli,Roma,Non MIBACT,OMR,,,,,MUSEO DIDATTICO DEL LIBRO ANTICO,PIAZZA TRENTO; 1,Tivoli,VILLA D'ESTE,19.0,641204709,641204709,associazionefannius@gmail.com,www.mdbr.it,41.962109600000005,12.7969341
206,Cerveteri,Roma,MIBACT,,,,,,Museo Nazionale Archeologico Cerite,Piazza S.Maria; s.n.c,-,-,53.0,69941354,69940001,rita.cosentino@beniculturali.it,htpp://etruriameridionale.beniculturali.it,41.9989303,12.098905699999998
207,Roma,Roma,MIBACT,,,,,,Villa di Livia,Via della Villa di Livia; 1,Via Flaminia; Km 14;00,-,188.0,633626826,-,-,www.archeoroma.it,42.000788799999995,12.4934285
208,Roma,Roma,MIBACT,,,,,,Area Archeologica di Veio - Santuario Etrusco dell'Apollo,Via Riserva Campetti,LocalitÃ‡Ã¿ Isola Farnese (Portonaccio),-,123.0,630890116,-,-,-,42.021080700000006,12.3888035
209,Arsoli,Roma,Non MIBACT,OMR,Sistema MEDANIENE,,DEMOS,,MUSEO DELLE TRADIZIONI MUSICALI,CORSO BORGO SAN BARTOLOMEO; 63,-,COMPLESSO EX GRANAIO MASSIMO; PIAN TERRENO.,23.0,774920006,774920313,ecomuseoarsoli@gmail.com  comune.arsolil@tiscalinet.it,www.prolocodiarsoli.it/museo%20tradizioni%20musicali.htm,42.0409547,13.019278199999999
210,Santa Marinella,Roma,MIBACT,,,,,,Antiquarium di Pyrgi e Area Archeologica,-,-,Castello di Santa Severa,58.0,766570194,766570194,sba-em@beniculturali.it,-,42.0584662,11.900578999999999
211,Formello,Roma,Non MIBACT,OMR,,,PROUST,,CASOLARE 311 - CASA COLONICA E MUSEO DELLA CIVILTA' COMTADINA,VIA SANTI MARTIRI; 12,Perazzeta - Formello,Casa colonica n. 311,60.0,69084255,690154548,museo.casolare311@gmail.com,www.casolare311.it,42.061485100000006,12.445273
212,Civitavecchia,Roma,MIBACT,,,,,,Museo Archeologico Nazionale,Largo Cavour; 1,Centro storico,c/o ingresso area portuale,53.0,76623604,76623604,sba-em@beniculturali.it,www.151.12.58.164/etruria/index.php?it/138/museo-archeologico-nazionale-di-civitavecchia,42.0911188,11.7927465
213,Licenza,Roma,Non MIBACT,,,,,,museo civico ORAZIANO,PIAZZA DEL PALAZZO; 3,-,-,26.0,77446225,77446582,licenza.licenza@tin.it,-,42.094637899999995,12.908997
214,Civitavecchia,Roma,MIBACT,,,,,,Terme Taurine o di Traiano,Via delle Terme Taurine,LocalitÃ‡Ã¿ Terme Taurine - Uscita Civitavecchia Nord,-,53.0,076623604   076620209,76623604,prolococivitavecchia@inwind.it,www.prolococivitavecchia.it,42.1099953,11.8360816
215,Campagnano di Roma,Roma,Non MIBACT,,,,,,museo civico ARCHEOLOGICO DI CAMPAGNANO,CORSO VITTORIO EMANUELE II; 2,-,PALAZZO VENTURI,63.0,69042924,690159308,d.moretti@comunecampagnano.it,-,42.138897799999995,12.381161500000001
216,Trevignano Romano,Roma,Non MIBACT,OMR,,,,,museo civico ETRUSCO-ROMANO,PIAZZA VITTORIO EMANUELE III; 1,-,PALAZZO COMUNALE,69.0,6999120201,69999848,museocivico@trevignanoromano.it,www.trevignanoromano.it,42.1561477,12.2463261
217,Allumiere,Roma,Non MIBACT,OMR,,,RESINA,,museo civico 'ADOLFO KLITSCHE DE LA GRANGE',PIAZZA DELLA REPUBBLICA; 29,Allumiere,Palazzo della Reverenda Camera Apostolica,51.0,766967793,766967793,museoallumiere@tiscali.it,www.digilander.libero.it/museoallumiere,42.1565334,11.9010675
218,Oriolo Romano,Viterbo,MIBACT,,,,,,Palazzo Altieri,Piazza Umberto I; 1,-,-,1010.0,699837145,699837145,-,-,42.15902379999999,12.138075099999998
219,Fara in Sabina,Rieti,Non MIBACT,OMR,,,MUSART,,MUSEO DEL SILENZIO,SANTA MARIA IN CASTELLO; SNC,FARA SABINA,-,2032.0,765277021,765277021,info@museodelsilenzio.it,www.museodelsilenzio.it,42.2095728,12.7295977
220,Bassano Romano,Viterbo,MIBACT,,,,,,Villa Giustiniani Odescalchi,Piazza Umberto I,Centro storico,-,1030.0,0761 636065,0761 636065,-,-,42.2182424,12.1925906
221,Nazzano,Roma,Non MIBACT,OMR,,,RESINA,,POLO SCIENTIFICO MUSEALE - MUSEO DEL FIUME DI NAZZANO,VIA MAZZINI; 4,Nazzano,Centro storico,60.0,0765 332002,0765 332710,museodelfiume@libero.it,www.museodelfiume.it,42.2286013,12.597138300000001
222,Monteleone Sabino,Rieti,Non MIBACT,OMR,,,PROUST,,museo civico ARCHEOLOGICO 'TREBULA MUTUESCA',VIA LUCIO MUMMIO; 11,Monteleone Sabino,Municipio,2033.0,765884014,765884340,museomonteleonesabino@gmail.com,-,42.2343211,12.855987599999999
223,Montopoli di Sabina,Rieti,Non MIBACT,OMR,,,MUSART,,MODERN AUTOMATA MUSEUM,VIA CASE NUOVE; 7,GRANARI,-,2034.0,765279821,765279559,info@modernautomatamuseum.com,www.modernautomatamuseum.com,42.235031899999996,12.682615
224,Sutri,Viterbo,Non MIBACT,OMR,,,,,MUSEO DEL PATRIMONIUM,VIA DI PORTAVECCHIA 79,SUTRI,EX PALAZZO DELLA COMUNITA',1015.0,761600867,761601232,biblio@comune.sutri.vt.it,www.comune.sutri.vt.it/,42.2410805,12.2245358
225,Tarquinia,Viterbo,Non MIBACT,,,,,,MUSEO DIOCESANO DI CIVITAVECCHIA-TARQUINIA,VIA ROMA; 11,-,-,1015.0,766840843,-,insolera.giovanni@libero.it,-,42.2526729,11.7565463
226,Tarquinia,Viterbo,MIBACT,,,,,,Museo Archeologico Nazionale,Piazza Cavour; 2,Centro Storico,-,1016.0,0761 856036,-,-,htpp//:etruriameridionale.beniculturali.it/index.php?it/132/museo-archeologico-nazionale-tarquiniense,42.2533951,11.7551343
227,Tarquinia,Viterbo,Non MIBACT,,,,,,COLLEZIONE GIUSEPPE CULTRERA - MUSEO DELLA CERAMICA; DELLA SOCIETA' TARQUINIENSE; D'ARTE E STORIA,VIA DELLE TORRI; 31,-,-,1016.0,766858194,766858194,tarquiniense@gmail.com,-,42.254213299999996,11.7572653
228,Civita Castellana,Viterbo,MIBACT,,,,,,Museo Archeologico dell'Agro Falisco e Forte Sangallo,Via del Forte; snc,-,-,1033.0,0761 513735,0761 513735,-,-,42.2880258,12.4085077
229,Magliano Sabina,Rieti,Non MIBACT,,,,,,museo civico ARCHEOLOGICO,VIA SABINA; 19,MAGLIANO SABINA,Palazzo Gori,2047.0,744910001,744910001,museo-civico-ms@libero.it,www.soi.cnr.it/magliano/,42.36117479999999,12.4826261
230,Viterbo,Viterbo,Non MIBACT,OBR,,,,,BIBLIOTECA S. GIUSEPPE,VIALE A. DIAZ; 25,-,ISTITUTO TEOLOGICO 'S. PIETRO',1100.0,761343134,761321026,biblioteca.sangiuseppe@teologicoviterbese.it,-,42.41107879999999,12.1090121
231,Viterbo,Viterbo,Non MIBACT,OMR,,Sistema museale urbano di Viterbo,MUSART,,MUSEO DELLA CERAMICA DELLA TUSCIA,VIA CAVOUR; 67,-,-,1100.0,761346136,761223674,laboratorioceramica@libero.it,www.museodellaceramicadellatuscia.com,42.4157087,12.106446
232,Viterbo,Viterbo,Non MIBACT,,,Sistema museale urbano di Viterbo,,,museo civico,PIAZZA FRANCESCO CRISPI; 2,Viterbo,Ex convento e Chiostro  della Chiesa di S.Maria della VeritÃ‡Ã¿,1100.0,761348276,761348276,museocivico@comune.viterbo.it,www.comuneviterbo.it link museocivico,42.417672700000004,12.1105913
233,Tuscania,Viterbo,MIBACT,,,,,,Chiesa San Pietro,-,LocalitÃ‡Ã¿ Tuscania,-,1017.0,-,-,-,-,42.4185731,11.870308900000001
234,Tuscania,Viterbo,MIBACT,,,,,,"Necropoli ""Madonna dell'Olivo""",-,LocalitÃ‡Ã¿ Madonna dell'Olivo,c/o Chiesa di Madonna dell'Olivo,1017.0,-,-,sba-em@beniculturali.it,htpp//:etruriameridionale.beniculturali.it,42.4185731,11.870308900000001
235,Viterbo,Viterbo,MIBACT,,,Sistema museale urbano di Viterbo,,,Museo Nazionale Etrusco di Rocca Albornoz,Piazza della Rocca; 21/b,-,-,1100.0,0761 325929,0761 325929,sba-em.roccaalbornoz@beniculturali.it,www.etruriameridionale.beniculturali.it,42.421643100000004,12.1044907
236,Canino,Viterbo,MIBACT,,,,,,Tomba Francois,Parco archeologico di Vulci,LocalitÃ‡Ã¿ Vulci,Castello dell'Abbadia,1011.0,0761 437787,0761 437787,sba-em@beniculturali.it,http://etruriameridionale.beniculturali.it,42.424116299999994,11.6310953
237,Viterbo,Viterbo,Non MIBACT,,,,,,MUSEO ERBARIO DELLA TUSCIA (UTV),VIA S. CAMILLO DE LELLIS; SNC,-,UNIVERSITA' DEGLI STUDI DELLA TUSCIA; ex FacoltÃ‡Ã¿ di Agraria - vecchio edificio,1100.0,761357490,761357028,erbario@unitus.it,www.unitus.it  www.sma.unitus.it,42.426571100000004,12.0896074
238,Viterbo,Viterbo,MIBACT,,,,,x,Villa Lante della Rovere,Via Jacopo Barozzi; 71,LocalitÃ‡Ã¿ Bagnaia,-,1031.0,-,-,-,-,42.426754100000004,12.154816499999999
239,Orte,Viterbo,Non MIBACT,OMR,,,,,Museo civico,via Pie' di marmo,,ex Chiesa di Sant'Antonio Abate,1028.0,0761 4041,0761 493303,info@comune.orte.vt.it,www.comune.orte.vt.it/c056042/zf/index.php/servizi-aggiuntivi/index/index/idtesto/27,42.460527899999995,12.3870936
240,Cellere,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,DEMOS,,Museo del brigantaggio,via Marconi; 20,,Ex mattatoio,1010.0,0761 451791 - 392 7013553,,info@museobrigantaggiocellere.it,www.museobrigantaggiocellere.it,42.5111064,11.7732155
241,Ischia di Castro,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena SIMULABO,,,,museo civico ARCHEOLOGICO 'PIETRO E TURIDDO LOTTI',PIAZZA CAVALIERI VITTORIO VENETO,-,-,1010.0,0761-425455,0761-425400,ischia_museocivico@libero.it,-,42.5443643,11.7559713
242,Capodimonte,Viterbo,Non MIBACT,,,,,,MUSEO DELLA NAVIGAZIONE NELLE ACQUE INTERNE,VIALE REGINA MARGHERITA;SNC,capodimonte,-,1010.0,761870043,761871206,comunecapodimonte@itpec.it,www.comune.capodimonte.vt.it,42.5560915,11.8882363
243,Leonessa,Rieti,Non MIBACT,OMR,,,,,museo civico DEMO-ANTROPOLOGICO DI LEONESSA,VIA DI SAN FRANCESCO; 85,LEONESSA,C/O EX CONVENTO; CHIOSTRO DI SAN FRANCESCO,2016.0,746923212,746923219,comunedileonessa@comunedileonessa.it,www.museum-eu.it,42.5631277,12.964419900000001
244,Valentano,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,PROUST,,MUSEO DELLA PREISTORIA DELLA TUSCIA E DELLA ROCCA FARNESE,piazza della Vittoria; 11,-,Rocca Farnese,1018.0,761420018,761420018,museo.valentano@alice.it,www.simulabo.it,42.5685644,11.819206900000001
245,Amatrice,Rieti,Non MIBACT,OMR,,,MUSART,,museo civico DI ARTE SACRA COLA FILOTESIO DI AMATRICE,VIA COLA; 47,AMATRICE,-,2012.0,074683081 int 27,746825682,museocivico@comune.amatrice.it,-,42.629869899999996,13.287811900000001
246,Bolsena,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,,,MUSEO TERRITORIALE DEL LAGO DI BOLSENA,piazza Monaldeschi,-,Castello,1023.0,761798630,-,museo@comunebolsena.it,www.regione.lazio.it/musei/museo_bolsena/,42.6463309,11.9858125
247,Bolsena,Viterbo,MIBACT,,,,,,Area del Foro e Domus Privatae della CittÃ‡Ã¿ Romana di Volsinii,Via Orvietana,LocalitÃ‡Ã¿ Poggio Moscini,-,1023.0,-,-,-,-,42.6474699,11.998059699999999
248,Grotte di Castro,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,,,museo archeologico e delle tradizioni popolari,piazza Giacomo Matteotti,,Palazzo di Jacopo Barozzi da Vignola sec. XVI,1025.0,0763 796983,,bibliotecagrotte@libero.it,www.simulabo.it,42.6852104,11.902225900000001
249,Acquapendente,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,MUSART,,Museo della cittÃ‡Ã¿,via Roma; 85,,Palazzo Vescovile,1021.0,0763 7309205,0763 711215,museo.civ.dioc@comuneacquapendente.it,www.museoacquapendente.it,42.7426527,11.868904800000001
250,Acquapendente,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,,,museo della cittÃ‡Ã¿,piazzetta dell'orologio,,Palazzo Monaldeschi,1023.0,0761 796914,,info@simulabo.it,,42.7436932,11.868015699999999
251,Acquapendente,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,RESINA,,MUSEO DEL FIORE,PREDIO GIARDINO; 37,Frazione TORRE ALFINA,-,1021.0,763733642,763731175,info@museodelfiore.it,www.museodelfiore.it,42.7477229,11.8630202
252,Itri,Latina,Non MIBACT,OMR,,,DEMOS,,MUSEO DEMOETNOANTROPOLOGICO DEL BRIGANTAGGIO NEL LAZIO MERIDIONALE,CORSO APPIO CLAUDIO; 268,-,-,4020.0,771721061,771721061,info@museobrigantaggio.it,www.museobrigantaggio.it,41.2901261,13.524151199999999
253,Pomezia,Roma,Non MIBACT,OMR,,,PROUST,,museo civico ARCHEOLOGICO LAVINIUM,via Pratica di mare,Borgo di  Pratica,edificio moderno,40.0,691984744,691984744,museo.lavinium@yahoo.it,www.museopomezia.it,41.6068257,12.503282400000002
254,Frosinone,Frosinone,Non MIBACT,OMR,,,,,MUSEO ARCHEOLOGICO COMUNALE,VIA XX SETTEMBRE; 32,Centro storico,C/o Cattedrale di S. Maria,3100.0,775212314,775859292,museo@comune.frosinone.it,www.comune.frosinone.it,41.639362299999995,13.3523809
255,Monte Porzio Catone,Roma,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,Sistema museale urbano di Monte Porzio Catone,DEMOS,,MUSEO DIFFUSO DEL VINO,VIA VITTORIO EMANUELE II; 22 - 32 - 46,monte porzio catone,-,40.0,689686503,69447471,musei@comune.monteporziocatone.rm.it,www.comune.monteporziocatone.rm.it,41.816715,12.71471
256,Roma,Roma,MIBACT,,,,,,Parco Archeologico delle Tombe della Via Latina,Via Arco di Travertino; 151,-,-,178.0,67809255,67809255,-,www.archeoroma.beniculturali.it/siti_archeologici/suburbio/tombe_via_latina,41.86343,12.532869999999999
257,Roma,Roma,MIBACT,,,,,,"Museo Nazionale d'Arte Orientale ""Giuseppe Tucci""",Via Merulana; 248,-,Palazzo Brancaccio,185.0,64697481,646974837,mn-ao@beniculturali.it,www.museorientale.beniculturali.it,41.89445,12.500539999999999
258,Roma,Roma,Non MIBACT,,,,,,ARCHIVIO STORICO E MUSEO BIRRA PERONI,VIA R. BIROLLI; 8,Roma,museo PERONI,155.0,622544296,62283442,museo@peroni.it,www.birraperoni.it,41.902813,12.5991294
259,Roma,Roma,Non MIBACT,,,,,,MUSEO DI STORIA DELLA MEDICINA,VIALE DELL'UNIVERSITA'; 34/A,"UniversitÃ‡Ã¿ di Roma ""la Sapienza""",DIPARTIMENTO DI MEDICINA MOLECOLARE,185.0,649914445,64451721,alessandro.aruta@uniroma1.it,www.histmed.it/museo/museo.htm,41.904791499999995,12.5136953
260,Roma,Roma,Non MIBACT,OMR,,Sistema Musei in Comune,,,MUSEO CARLO BILOTTI ARANCIERA DI VILLA BORGHESE,VIALE FIORELLO LA GUARDIA,-,Aranciera di Villa Borghese,197.0,685357446,68845630,museo.bilotti@comune.roma.it,www.museocarlobilotti.it,41.913337799999994,12.4827497
261,Roma,Roma,MIBACT,,,,,,Galleria Borghese,Piazzale Scipione Borghese; 5,-,Palazzo,197.0,68413979,68840756,sspsae-rm.borghese@beniculturali.it,http://galleriaborghese.beniculturali.it,41.914359999999995,12.49235
262,Roma,Roma,MIBACT,,,,,,Museo Nazionale Etrusco di Villa Giulia,Piazzale di Villa Giulia,-,-,196.0,63226571,63202010,sba-em@beniculturali.it,www.villagiulia.beniculturali.it,41.9182999,12.474606699999999
263,Roviano,Roma,Non MIBACT,OMR,Sistema MEDANIENE,,DEMOS,,MUSEO DELLA CIVILTA' CONTADINA VALLE DELL'ANIENE,PIAZZA S. GIOVANNI; 1,-,CASTELLO BRANCACCIO,27.0,774903143,774903008,rovianomuseo@tiscali.it,-,42.050936,12.964165
264,Anguillara Sabazia,Roma,Non MIBACT,,,,,,MUSEO STORICO DELLA CIVILTA' CONTADINA E DELLA CULTURA POPOLARE 'AUGUSTO MONTORI',TORRE ORSINI; SNC,Anguillara Sabazia,Giardini del Torrione,61.0,699608241,69994096,associazionesabate@tiscali.it,www.parcodeilaghi.it/museo/visitamuseo.htm,42.0914786,12.271545800000002
265,Bracciano,Roma,Non MIBACT,OMR,,,MUSART,,museo civico DI BRACCIANO,VIA UMBERTO PRIMO; 5,-,-,62.0,699805106,699805106,museo@comune.bracciano.rm.it,www.regione.lazio.it/musei/bracciano/index.php,42.1036275,12.1768752
266,Capena,Roma,Non MIBACT,OMR,,,MUSART,,Art Forum WURTH,viale Buona Fortuna;2,loc. Scorano,,60.0,06 901 038 00,06 901 034 00,art.forum@wuerth.it,www.artforumwuerth.it,42.12335,12.59595
267,Calcata,Viterbo,Non MIBACT,,,,,,MUSEO DELLA CIVILTA' CONTADINA,via San Giovanni,-,C/O CHIESA DI S.GIOVANNI,1030.0,761587989,-,gisa.federici@libero.it,-,42.2165023,12.418712199999998
268,Nepi,Viterbo,Non MIBACT,OMR,,,PROUST,,museo civico ARCHEOLOGICO DI NEPI,VIA XIII SETTEMBRE; 1,-,PALAZZO COMUNALE,1036.0,761570604,761557960,museo@comune.nepi.vt.it,-,42.242992,12.347864999999999
269,Antrodoco,Rieti,Non MIBACT,OMR,,,MUSART,,MUSEO DELLA CITTA' LIN DELIJA E CARLO CESI,CORSO ROMA; 9,ANTRODOCO,-,2013.0,746578379,746578623,culturaesport@comunediantrodoco.it,www.museoantrodoco.it,42.417332,13.07929
270,Vasanello,Viterbo,Non MIBACT,OMR,,,,,MUSEO DELLA CERAMICA DI VASANELLO,VIA S. SALVATORE; 19,VASANELLO,PALAZZO COMUNALE,1030.0,7614089302,3392077494,tamarapatilli@libero.it,-,42.4183899,12.3469114
271,Bomarzo,Viterbo,Non MIBACT,,,,,,PARCO DEI MOSTRI; SACRO BOSCO DI BOMARZO,-,GIOARDINO,-,1020.0,761924029,761924029,boscosacro@interfree.it,-,42.4916599,12.2475933
272,Bagnoregio,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,RESINA,,museo geologico delle frane,piazza San Donato,Civita di Bagnoregio,Palazzo Alemanni,1022.0,328 6657205,,info@museogeologicodellefrane.it,,42.6278153,12.1136284
273,Lubriano,Viterbo,Non MIBACT,OMR,,,RESINA,,museo naturalistico,piazza Col di Lana; 12,Ex Casa di Padella,,10120.0,0761 780391 - 327 0289027,,info@museolubriano.com,,42.636462,12.1108139
274,Gradoli,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,MUSART,,MUSEO DEL COSTUME FARNESIANO,PIAZZA LUIGI PALOMBINI; 2,-,PALAZZO FARNESE,1010.0,761456082,761456052,comunedigradoli@legalmail.it,www.comune.gradoli.vt.it,42.644090000000006,11.85619
275,Pontecorvo,Frosinone,Non MIBACT,,,,,,TESORO DI S. BARTOLOMEO,"BASILICA CATTEDRALE ""SAN BARTOLOMEO AP. """,Pontecorvo,C/O CATTEDRALE,3037.0,3313469988,-,cattedralepontecorvo@libero.it,www.cattedralepontecorvo.it,41.4545679,13.6637674
276,Anzio,Roma,Non MIBACT,,,,,,MUSEO DELLO SBARCO DI ANZIO,VIA DI VILLA ADELE; SNC,Anzio,Villa Adele,42.0,69848059,69848059,info@sbarcodianzio.it,www.sbarcodianzio.it,41.4495955,12.6197253
277,Aquino,Frosinone,Non MIBACT,OMR,,,PROUST,,MUSEO DELLA CITTA',VIA LATINA ANTICA; SNC,-,-,3031.0,776729061,0776728603 / 0776729,museoaquino@libero.it  museoaquino@virgilio.it,-,41.4993641,13.7039714
278,Arcinazzo Romano,Roma,Non MIBACT,OMR,Sistema MEDANIENE Sistema PRE.GIO,,PROUST,,MUSEO COMUNALE VILLA DI TRAIANO,VIA SUBLACENSE KM 30; SNC,ALTIPIANI DI ARCINAZZO,-,20.0,774808006,774808263,info@arcinazzo.org,www.arcinazzo.org,41.878652,13.1163715
279,Arcinazzo Romano,Roma,Non MIBACT,,,,,,MUSEO DELLA CULTURA CONTADINA,VIA DEL FORNO; SNC,-,-,20.0,774808006,774808263,info@arcinazzo.org,-,41.878652,13.1163715
280,Ardea,Roma,MIBACT,,,,,,Museo Giacomo ManzÃ‡Ã»,Via Laurentina; Km 32;800,-,-,40.0,69135022,69135022,marcella.cossu@beniculturali.it,www.museomanzu.beniculturali.it,41.6079691,12.5432586
281,Arpino,Frosinone,Non MIBACT,,,,,,MUSEO DELL'ARTE DELLA LANA,VIA DELL'AQUILA ROMANA; SNC,ARPINO,EX CHIESA DI S. DOMENICO,3033.0,776649241,776850057,museiciviciarpino@libero.it,www.arpinoturismo.it,41.6451345,13.612625099999999
282,Atina,Frosinone,Non MIBACT,OMR,,,PROUST,,MUSEO ARCHEOLOGICO DI ATINA E DELLA VALLE DI COMINO,VIA VITTORIO EMANUELE III; SNC,ATINA,"EX EDIFICIO SCOLASTICO ""G. VISOCCHI"" - ATINA",3042.0,776609131,776609131,museo.atina@virgilio.it,www.comune.atina.fr.it,41.619337200000004,13.8015603
283,Ausonia,Frosinone,Non MIBACT,OMR,,,DEMOS,,MUSEO DELLA PIETRA,VIA SAN MICHELE SNC,centro storico,c/o Castello Medievale,3040.0,0776-952021,0776-953014,comunediausonia@libero.it,-,41.3570246,13.750743599999998
284,Blera,Viterbo,Non MIBACT,OMR,,,DEMOS,,museo civico GUSTAVO VI ADOLFO DI SVEZIA - SEZIONE DEMO-ANTROPOLOGICA,VIA UMBERTO I; SNC,Blera,-,1010.0,761471057,761470566,info_museoblera@yahoo.it,-,42.2759082,12.025463900000002
285,Bracciano,Roma,Non MIBACT,,,,,,MUSEO DELL'OPERA DEL DUOMO DI S. STEFANO 'BRUNO PANUNZI',largo della Cattedrale,-,-,62.0,3392326963,-,p.s.stefanobracciano@gmail.com,www.forumclodii.org,42.103913299999995,12.1786837
286,Calcata,Viterbo,Non MIBACT,OMR,,,MUSART,,OPERA BOSCO' MUSEO DI ARTE NELLA NATURA,LOCALITA' COLLE; SNC,-,-,1030.0,761588048,-,operabosco@operabosco.eu,www.operabosco.eu,42.21656,12.421149699999999
287,Canepina,Viterbo,Non MIBACT,OMR,,,DEMOS,,MUSEO DELLE TRADIZIONI POPOLARI DI CANEPINA,LARGO MARIA DE MATTIAS; 7,-,EX CONVENTO DEI CARMELITANI,1030.0,761327677,761652359,info@cmcimini.it,-,42.3818609,12.230836300000002
288,Capena,Roma,MIBACT,,,,,,Area Archeologica di Lucus Feroniae e Museo Archeologico,Strada Statale 3 bis Tiberina; Km 18; 500,-,Edificio costruito ex novo,60.0,69085173,-,-,-,42.1409078,12.5394045
289,Capranica,Viterbo,Non MIBACT,OMR,,,,,museo delle confraternite,via Annibal Caro,,,1012.0,0761 6679209,0761 6679232,capranicasegreteria@hotmail.com,,42.259544500000004,12.174631100000001
290,Carpineto Romano,Roma,Non MIBACT,OMR,Sistema dei Monti Lepini,,,,MUSEO 'LA REGGIA DEI VOLSCI',VIA DELLA TORRE ANTICA; 4,Carpineto romano,-,32.0,69717434,697180029,museolareggia@alternatyva.it,-,41.608664399999995,13.0821906
291,Carpineto Romano,Roma,Non MIBACT,,,,,,MOSTRA PERMANENTE I CIMELI DI LEONE XIII,VIA LA ROSA; SNC,-,C/O CENTRO CULTURALE SAN NICOLA,32.0,697180028,697180029,culturacacarpineto@carpinetoromano.it,-,41.608664399999995,13.0821906
292,Cassino,Frosinone,MIBACT,,,,,,Museo Archeologico Nazionale G. Carettoni,Via di  Montecassino; Km 1;00,-,-,3043.0,0776 301168,0776 301168,sba-laz.museocassino@beniculturali.it,www.archeolz.arti.beniculturali.it,41.4907889,13.833377599999999
293,Ceprano,Frosinone,Non MIBACT,,,,,,PICCOLO MUSEO,VIA MONS. PIETRO CORVI; 1,PADRI CARMELITANI SCALZI - CEPRANO,CONVENTO,3024.0,775914148,775914148,ceprano@carmelitaniroma.it,-,41.54435529999999,13.512173
294,Cori,Latina,Non MIBACT,OMR,Sistema dei Monti Lepini,,PROUST,,MUSEO DELLA CITTA' E DEL TERRITORIO,via Giacomo Matteotti,Cori,-,4010.0,696617243,696617243,museo@comune.cori.lt.it,-,41.6435151,12.9136293
295,Fara in Sabina,Rieti,Non MIBACT,,,,,,ABBAZIA DI FARFA,VIA DEL MONASTERO; 1,-,-,2032.0,765277065,-,farfenprior@libero.it,www.abbaziadifarfa.it,42.2212858,12.7184454
296,Fiano Romano,Roma,MIBACT,,,,,,Villa dei Volusii,Via Tiberina; Km 17;300,Bambocci,-,65.0,-,-,-,-,42.170257299999996,12.5922521
